15485863,1,317809
500000000,1,12502880
1000000000,1,27273233
1500000000,1,42821930
2000000000,1,60673124
2500000000,1,81393111
3000000000,1,105405349
3500000000,1,139607018
4294967295,1,30748459
500000000,2,13134535
1000000000,2,35982072
1500000000,2,48236612
2000000000,2,65494221
2500000000,2,88872392
3000000000,2,115550217
3500000000,2,153914017
4294967295,2,34240563
500000000,3,13778366
1000000000,3,38506371
1500000000,3,66431965
2000000000,3,71150926
2500000000,3,84618576
3000000000,3,179921551
3500000000,3,249420010
4294967295,3,33700787
500000000,4,13753007
1000000000,4,30255278
1500000000,4,47502592
2000000000,4,67985347
2500000000,4,89821071
3000000000,4,110311981
3500000000,4,146873120
4294967295,4,29984977
500000000,5,13378935
1000000000,5,30418199
1500000000,5,58038675
2000000000,5,70815918
2500000000,5,81681440
3000000000,5,109099732
3500000000,5,256539946
4294967295,5,29855504
