15485863,1,2146257
500000000,1,17186192
1000000000,1,27390762
1500000000,1,44147495
2000000000,1,61944642
2500000000,1,84886182
3000000000,1,120825187
3500000000,1,160775647
4294967295,1,30974229
500000000,2,13248755
1000000000,2,35254394
1500000000,2,49439107
2000000000,2,67520043
2500000000,2,81345862
3000000000,2,97684577
3500000000,2,129550592
4294967295,2,29218281
500000000,3,12353347
1000000000,3,25432778
1500000000,3,42620362
2000000000,3,61706248
2500000000,3,73674975
3000000000,3,102702402
3500000000,3,108683574
4294967295,3,34769858
500000000,4,14802494
1000000000,4,31783114
1500000000,4,50498077
2000000000,4,65493125
2500000000,4,86116238
3000000000,4,107893571
3500000000,4,117218582
4294967295,4,35525042
500000000,5,14157218
1000000000,5,30603103
1500000000,5,51604840
2000000000,5,60340742
2500000000,5,74474851
3000000000,5,100868105
3500000000,5,96855548
4294967295,5,28584981
